segment,uri,start,end,speaker,verification,identification,id
id10956\RsUKqz-Ng84\00004.wav,Randeep_Hooda/RsUKqz-Ng84,232.8,241.3,Randeep_Hooda,dev,trn,id10956
id10956\SK9iVw56wXs\00004.wav,Randeep_Hooda/SK9iVw56wXs,211.0,219.1,Randeep_Hooda,dev,trn,id10956
id10956\SK9iVw56wXs\00007.wav,Randeep_Hooda/SK9iVw56wXs,377.6,386.7,Randeep_Hooda,dev,trn,id10956
id10956\SK9iVw56wXs\00008.wav,Randeep_Hooda/SK9iVw56wXs,400.3,407.9,Randeep_Hooda,dev,trn,id10956
id10956\SK9iVw56wXs\00009.wav,Randeep_Hooda/SK9iVw56wXs,453.1,460.3,Randeep_Hooda,dev,trn,id10956
id10956\SK9iVw56wXs\00011.wav,Randeep_Hooda/SK9iVw56wXs,542.9,549.1,Randeep_Hooda,dev,trn,id10956
id10956\SK9iVw56wXs\00018.wav,Randeep_Hooda/SK9iVw56wXs,884.8,891.4,Randeep_Hooda,dev,trn,id10956
id10956\h_vFlQ6YUAU\00003.wav,Randeep_Hooda/h_vFlQ6YUAU,70.4,76.9,Randeep_Hooda,dev,trn,id10956
id10956\h_vFlQ6YUAU\00004.wav,Randeep_Hooda/h_vFlQ6YUAU,90.6,100.1,Randeep_Hooda,dev,trn,id10956
id10956\h_vFlQ6YUAU\00005.wav,Randeep_Hooda/h_vFlQ6YUAU,109.5,116.5,Randeep_Hooda,dev,trn,id10956
id10956\h_vFlQ6YUAU\00010.wav,Randeep_Hooda/h_vFlQ6YUAU,176.2,184.3,Randeep_Hooda,dev,trn,id10956
id10956\h_vFlQ6YUAU\00012.wav,Randeep_Hooda/h_vFlQ6YUAU,212.7,220.1,Randeep_Hooda,dev,trn,id10956
id10956\h_vFlQ6YUAU\00014.wav,Randeep_Hooda/h_vFlQ6YUAU,246.3,254.4,Randeep_Hooda,dev,trn,id10956
id10956\h_vFlQ6YUAU\00019.wav,Randeep_Hooda/h_vFlQ6YUAU,346.8,353.8,Randeep_Hooda,dev,trn,id10956
id10956\lR3HvDI2qvw\00002.wav,Randeep_Hooda/lR3HvDI2qvw,81.8,89.9,Randeep_Hooda,dev,trn,id10956
id10956\lR3HvDI2qvw\00010.wav,Randeep_Hooda/lR3HvDI2qvw,548.6,555.9,Randeep_Hooda,dev,trn,id10956
id10956\pJ4Jnsz1SsA\00001.wav,Randeep_Hooda/pJ4Jnsz1SsA,50.8,57.0,Randeep_Hooda,dev,trn,id10956
id10956\pJ4Jnsz1SsA\00002.wav,Randeep_Hooda/pJ4Jnsz1SsA,91.9,99.6,Randeep_Hooda,dev,trn,id10956
id10956\pJ4Jnsz1SsA\00003.wav,Randeep_Hooda/pJ4Jnsz1SsA,108.2,114.9,Randeep_Hooda,dev,trn,id10956
id10956\pJ4Jnsz1SsA\00005.wav,Randeep_Hooda/pJ4Jnsz1SsA,139.2,148.3,Randeep_Hooda,dev,trn,id10956
id10956\pJ4Jnsz1SsA\00006.wav,Randeep_Hooda/pJ4Jnsz1SsA,150.7,158.0,Randeep_Hooda,dev,trn,id10956
id10956\pJ4Jnsz1SsA\00007.wav,Randeep_Hooda/pJ4Jnsz1SsA,372.1,378.6,Randeep_Hooda,dev,trn,id10956
id10956\pJ4Jnsz1SsA\00010.wav,Randeep_Hooda/pJ4Jnsz1SsA,426.2,435.3,Randeep_Hooda,dev,trn,id10956
id10956\pJ4Jnsz1SsA\00015.wav,Randeep_Hooda/pJ4Jnsz1SsA,507.5,514.2,Randeep_Hooda,dev,trn,id10956
id10956\pJ4Jnsz1SsA\00017.wav,Randeep_Hooda/pJ4Jnsz1SsA,541.1,547.8,Randeep_Hooda,dev,trn,id10956
id10956\pJ4Jnsz1SsA\00019.wav,Randeep_Hooda/pJ4Jnsz1SsA,557.6,565.0,Randeep_Hooda,dev,trn,id10956
id10956\pJ4Jnsz1SsA\00020.wav,Randeep_Hooda/pJ4Jnsz1SsA,664.6,672.4,Randeep_Hooda,dev,trn,id10956
id10956\pJ4Jnsz1SsA\00021.wav,Randeep_Hooda/pJ4Jnsz1SsA,703.1,709.7,Randeep_Hooda,dev,trn,id10956
id10956\pJ4Jnsz1SsA\00028.wav,Randeep_Hooda/pJ4Jnsz1SsA,998.6,1005.9,Randeep_Hooda,dev,trn,id10956
id10956\pJ4Jnsz1SsA\00029.wav,Randeep_Hooda/pJ4Jnsz1SsA,1009.4,1018.7,Randeep_Hooda,dev,trn,id10956
id10956\qM5zMKiGNgg\00004.wav,Randeep_Hooda/qM5zMKiGNgg,322.4,328.6,Randeep_Hooda,dev,trn,id10956
id10956\qM5zMKiGNgg\00006.wav,Randeep_Hooda/qM5zMKiGNgg,383.4,392.8,Randeep_Hooda,dev,trn,id10956
id10956\zNzlB5JN_kY\00002.wav,Randeep_Hooda/zNzlB5JN_kY,225.3,231.3,Randeep_Hooda,dev,trn,id10956
id10956\zNzlB5JN_kY\00005.wav,Randeep_Hooda/zNzlB5JN_kY,300.2,306.2,Randeep_Hooda,dev,trn,id10956
id10956\zNzlB5JN_kY\00006.wav,Randeep_Hooda/zNzlB5JN_kY,307.0,313.8,Randeep_Hooda,dev,trn,id10956
id10959\7imHXVJbyWg\00005.wav,Ray_Winstone/7imHXVJbyWg,45.5,51.8,Ray_Winstone,dev,trn,id10959
id10959\8kJEHkVcQVo\00001.wav,Ray_Winstone/8kJEHkVcQVo,199.9,206.8,Ray_Winstone,dev,trn,id10959
id10959\A3IfNNgTkuY\00002.wav,Ray_Winstone/A3IfNNgTkuY,228.4,236.6,Ray_Winstone,dev,trn,id10959
id10959\A3IfNNgTkuY\00005.wav,Ray_Winstone/A3IfNNgTkuY,330.9,336.9,Ray_Winstone,dev,trn,id10959
id10959\A3IfNNgTkuY\00007.wav,Ray_Winstone/A3IfNNgTkuY,357.5,366.6,Ray_Winstone,dev,trn,id10959
id10959\A3IfNNgTkuY\00009.wav,Ray_Winstone/A3IfNNgTkuY,388.6,394.6,Ray_Winstone,dev,trn,id10959
id10959\BcVNfCExypo\00003.wav,Ray_Winstone/BcVNfCExypo,162.0,168.1,Ray_Winstone,dev,trn,id10959
id10959\DpDEYfw0VlY\00001.wav,Ray_Winstone/DpDEYfw0VlY,8.4,15.3,Ray_Winstone,dev,trn,id10959
id10959\DpDEYfw0VlY\00003.wav,Ray_Winstone/DpDEYfw0VlY,71.1,77.8,Ray_Winstone,dev,trn,id10959
id10959\G0YrRFmD7tQ\00005.wav,Ray_Winstone/G0YrRFmD7tQ,1624.1,1632.6,Ray_Winstone,dev,trn,id10959
id10959\G0YrRFmD7tQ\00007.wav,Ray_Winstone/G0YrRFmD7tQ,2314.7,2321.8,Ray_Winstone,dev,trn,id10959
id10959\MvC6OgRzyPs\00003.wav,Ray_Winstone/MvC6OgRzyPs,54.8,62.7,Ray_Winstone,dev,tst,id10959
id10959\QVvtGN9I9FY\00003.wav,Ray_Winstone/QVvtGN9I9FY,50.3,57.4,Ray_Winstone,dev,trn,id10959
id10959\QVvtGN9I9FY\00005.wav,Ray_Winstone/QVvtGN9I9FY,83.1,89.6,Ray_Winstone,dev,trn,id10959
id10959\QVvtGN9I9FY\00006.wav,Ray_Winstone/QVvtGN9I9FY,90.8,98.7,Ray_Winstone,dev,trn,id10959
id10959\QVvtGN9I9FY\00008.wav,Ray_Winstone/QVvtGN9I9FY,122.9,130.4,Ray_Winstone,dev,trn,id10959
id10959\QVvtGN9I9FY\00009.wav,Ray_Winstone/QVvtGN9I9FY,132.8,141.9,Ray_Winstone,dev,trn,id10959
id10959\REw1gCAsZYI\00002.wav,Ray_Winstone/REw1gCAsZYI,94.4,101.1,Ray_Winstone,dev,trn,id10959
id10959\REw1gCAsZYI\00003.wav,Ray_Winstone/REw1gCAsZYI,134.7,142.4,Ray_Winstone,dev,trn,id10959
id10959\REw1gCAsZYI\00005.wav,Ray_Winstone/REw1gCAsZYI,167.6,174.5,Ray_Winstone,dev,trn,id10959
id10959\REw1gCAsZYI\00006.wav,Ray_Winstone/REw1gCAsZYI,238.5,247.3,Ray_Winstone,dev,trn,id10959
id10959\REw1gCAsZYI\00007.wav,Ray_Winstone/REw1gCAsZYI,262.6,268.8,Ray_Winstone,dev,trn,id10959
id10959\REw1gCAsZYI\00012.wav,Ray_Winstone/REw1gCAsZYI,367.8,376.9,Ray_Winstone,dev,trn,id10959
id10959\RsEYlg8Cp5U\00001.wav,Ray_Winstone/RsEYlg8Cp5U,103.1,109.2,Ray_Winstone,dev,trn,id10959
id10959\d3p9wBx669Y\00006.wav,Ray_Winstone/d3p9wBx669Y,216.8,223.5,Ray_Winstone,dev,trn,id10959
id10959\eM3cG8pd6nU\00001.wav,Ray_Winstone/eM3cG8pd6nU,45.2,51.4,Ray_Winstone,dev,trn,id10959
id10959\eM3cG8pd6nU\00002.wav,Ray_Winstone/eM3cG8pd6nU,52.8,58.8,Ray_Winstone,dev,trn,id10959
id10959\eM3cG8pd6nU\00003.wav,Ray_Winstone/eM3cG8pd6nU,75.2,81.6,Ray_Winstone,dev,trn,id10959
id10959\eM3cG8pd6nU\00004.wav,Ray_Winstone/eM3cG8pd6nU,116.7,122.8,Ray_Winstone,dev,trn,id10959
id10959\eM3cG8pd6nU\00007.wav,Ray_Winstone/eM3cG8pd6nU,163.2,171.4,Ray_Winstone,dev,trn,id10959
id10959\eM3cG8pd6nU\00008.wav,Ray_Winstone/eM3cG8pd6nU,172.2,180.0,Ray_Winstone,dev,trn,id10959
id10959\eM3cG8pd6nU\00009.wav,Ray_Winstone/eM3cG8pd6nU,202.2,210.4,Ray_Winstone,dev,trn,id10959
id10959\eM3cG8pd6nU\00011.wav,Ray_Winstone/eM3cG8pd6nU,254.9,262.7,Ray_Winstone,dev,trn,id10959
id10959\gFQSfCl7UXA\00001.wav,Ray_Winstone/gFQSfCl7UXA,16.8,23.9,Ray_Winstone,dev,dev,id10959
id10959\gFQSfCl7UXA\00002.wav,Ray_Winstone/gFQSfCl7UXA,46.0,53.5,Ray_Winstone,dev,dev,id10959
id10959\gFQSfCl7UXA\00005.wav,Ray_Winstone/gFQSfCl7UXA,134.2,140.4,Ray_Winstone,dev,dev,id10959
id10959\mvjUDRx5Exw\00002.wav,Ray_Winstone/mvjUDRx5Exw,73.7,80.4,Ray_Winstone,dev,trn,id10959
id10959\mvjUDRx5Exw\00008.wav,Ray_Winstone/mvjUDRx5Exw,272.1,279.8,Ray_Winstone,dev,trn,id10959
id10959\mvjUDRx5Exw\00009.wav,Ray_Winstone/mvjUDRx5Exw,280.9,288.8,Ray_Winstone,dev,trn,id10959
id10959\mvjUDRx5Exw\00010.wav,Ray_Winstone/mvjUDRx5Exw,291.8,299.1,Ray_Winstone,dev,trn,id10959
id10959\mvjUDRx5Exw\00011.wav,Ray_Winstone/mvjUDRx5Exw,283.2,291.6,Ray_Winstone,dev,trn,id10959
id10959\mvjUDRx5Exw\00012.wav,Ray_Winstone/mvjUDRx5Exw,337.6,344.9,Ray_Winstone,dev,trn,id10959
id10959\mvjUDRx5Exw\00015.wav,Ray_Winstone/mvjUDRx5Exw,440.5,447.3,Ray_Winstone,dev,trn,id10959
id10959\ns5AJK9qStM\00002.wav,Ray_Winstone/ns5AJK9qStM,74.8,81.7,Ray_Winstone,dev,trn,id10959
id10959\p9vYSibGmpo\00002.wav,Ray_Winstone/p9vYSibGmpo,52.7,58.7,Ray_Winstone,dev,trn,id10959
id10959\seSGUV6a6DI\00005.wav,Ray_Winstone/seSGUV6a6DI,121.8,129.2,Ray_Winstone,dev,trn,id10959
id10959\v3Q8vtedJ-0\00003.wav,Ray_Winstone/v3Q8vtedJ-0,142.0,148.6,Ray_Winstone,dev,trn,id10959
id10959\vP4f95AK8L4\00004.wav,Ray_Winstone/vP4f95AK8L4,40.4,48.2,Ray_Winstone,dev,trn,id10959
id10959\vP4f95AK8L4\00006.wav,Ray_Winstone/vP4f95AK8L4,75.0,83.1,Ray_Winstone,dev,trn,id10959
id10959\vP4f95AK8L4\00010.wav,Ray_Winstone/vP4f95AK8L4,236.2,243.2,Ray_Winstone,dev,trn,id10959
id10959\vP4f95AK8L4\00012.wav,Ray_Winstone/vP4f95AK8L4,271.5,278.2,Ray_Winstone,dev,trn,id10959
id10959\vP4f95AK8L4\00016.wav,Ray_Winstone/vP4f95AK8L4,327.8,335.0,Ray_Winstone,dev,trn,id10959
id10959\vP4f95AK8L4\00017.wav,Ray_Winstone/vP4f95AK8L4,481.9,490.2,Ray_Winstone,dev,trn,id10959
id10959\wFlDXGlS_1w\00001.wav,Ray_Winstone/wFlDXGlS_1w,49.4,56.1,Ray_Winstone,dev,trn,id10959
id10959\wFlDXGlS_1w\00004.wav,Ray_Winstone/wFlDXGlS_1w,148.0,154.5,Ray_Winstone,dev,trn,id10959
id10959\zh1z9ay6KJU\00002.wav,Ray_Winstone/zh1z9ay6KJU,59.3,66.8,Ray_Winstone,dev,trn,id10959
id10959\ztimazDK1Ks\00004.wav,Ray_Winstone/ztimazDK1Ks,71.9,79.6,Ray_Winstone,dev,trn,id10959
id10959\ztimazDK1Ks\00007.wav,Ray_Winstone/ztimazDK1Ks,252.4,258.9,Ray_Winstone,dev,trn,id10959
id10962\4ylLckq07cQ\00003.wav,Rebel_Wilson/4ylLckq07cQ,161.3,168.2,Rebel_Wilson,dev,trn,id10962
id10962\9Bcf08h17kQ\00005.wav,Rebel_Wilson/9Bcf08h17kQ,285.5,292.6,Rebel_Wilson,dev,trn,id10962
id10962\9Bcf08h17kQ\00007.wav,Rebel_Wilson/9Bcf08h17kQ,309.6,318.0,Rebel_Wilson,dev,trn,id10962
id10962\9nnxB1aFo_Y\00005.wav,Rebel_Wilson/9nnxB1aFo_Y,99.1,106.6,Rebel_Wilson,dev,trn,id10962
id10962\JS0-FmBrvLw\00001.wav,Rebel_Wilson/JS0-FmBrvLw,94.9,102.7,Rebel_Wilson,dev,trn,id10962
id10962\JS0-FmBrvLw\00002.wav,Rebel_Wilson/JS0-FmBrvLw,109.1,115.8,Rebel_Wilson,dev,trn,id10962
id10962\JS0-FmBrvLw\00003.wav,Rebel_Wilson/JS0-FmBrvLw,158.0,164.2,Rebel_Wilson,dev,trn,id10962
id10962\ObewI1lwtfY\00002.wav,Rebel_Wilson/ObewI1lwtfY,95.7,102.2,Rebel_Wilson,dev,trn,id10962
id10962\ObewI1lwtfY\00004.wav,Rebel_Wilson/ObewI1lwtfY,208.0,216.9,Rebel_Wilson,dev,trn,id10962
id10962\ObewI1lwtfY\00008.wav,Rebel_Wilson/ObewI1lwtfY,293.8,300.3,Rebel_Wilson,dev,trn,id10962
id10962\Qu9W2NkoMwY\00003.wav,Rebel_Wilson/Qu9W2NkoMwY,457.0,464.5,Rebel_Wilson,dev,trn,id10962
id10962\RFg1BI-1Dp4\00003.wav,Rebel_Wilson/RFg1BI-1Dp4,158.0,164.6,Rebel_Wilson,dev,trn,id10962
id10962\Wgm1eKa4yZ8\00001.wav,Rebel_Wilson/Wgm1eKa4yZ8,44.4,50.5,Rebel_Wilson,dev,trn,id10962
id10962\ZD8u8azCFUg\00002.wav,Rebel_Wilson/ZD8u8azCFUg,57.7,65.0,Rebel_Wilson,dev,dev,id10962
id10962\ZD8u8azCFUg\00003.wav,Rebel_Wilson/ZD8u8azCFUg,143.1,149.5,Rebel_Wilson,dev,dev,id10962
id10962\ZD8u8azCFUg\00005.wav,Rebel_Wilson/ZD8u8azCFUg,164.6,173.4,Rebel_Wilson,dev,dev,id10962
id10962\g48FmOj7854\00003.wav,Rebel_Wilson/g48FmOj7854,241.5,247.6,Rebel_Wilson,dev,trn,id10962
id10962\idtqNyUGvqk\00001.wav,Rebel_Wilson/idtqNyUGvqk,60.0,67.2,Rebel_Wilson,dev,tst,id10962
id10962\idtqNyUGvqk\00003.wav,Rebel_Wilson/idtqNyUGvqk,83.2,92.4,Rebel_Wilson,dev,tst,id10962
id10962\idtqNyUGvqk\00004.wav,Rebel_Wilson/idtqNyUGvqk,201.5,207.5,Rebel_Wilson,dev,tst,id10962
id10962\plfGDL_hOgw\00002.wav,Rebel_Wilson/plfGDL_hOgw,171.4,177.6,Rebel_Wilson,dev,trn,id10962
id10962\vtBmzdvjGi8\00001.wav,Rebel_Wilson/vtBmzdvjGi8,118.3,125.5,Rebel_Wilson,dev,trn,id10962
id10962\vtBmzdvjGi8\00004.wav,Rebel_Wilson/vtBmzdvjGi8,149.0,155.9,Rebel_Wilson,dev,trn,id10962
id10962\vtBmzdvjGi8\00007.wav,Rebel_Wilson/vtBmzdvjGi8,206.4,214.3,Rebel_Wilson,dev,trn,id10962
id10964\6nDTN5E8POA\00001.wav,Reggie_Lee/6nDTN5E8POA,1.0,10.0,Reggie_Lee,dev,trn,id10964
id10964\6nDTN5E8POA\00004.wav,Reggie_Lee/6nDTN5E8POA,47.2,55.0,Reggie_Lee,dev,trn,id10964
id10964\7sWz7AMJ20c\00002.wav,Reggie_Lee/7sWz7AMJ20c,79.8,86.5,Reggie_Lee,dev,trn,id10964
id10964\7sWz7AMJ20c\00008.wav,Reggie_Lee/7sWz7AMJ20c,241.8,249.9,Reggie_Lee,dev,trn,id10964
id10964\7sWz7AMJ20c\00009.wav,Reggie_Lee/7sWz7AMJ20c,301.6,309.6,Reggie_Lee,dev,trn,id10964
id10964\7sWz7AMJ20c\00010.wav,Reggie_Lee/7sWz7AMJ20c,331.3,337.4,Reggie_Lee,dev,trn,id10964
id10964\7sWz7AMJ20c\00014.wav,Reggie_Lee/7sWz7AMJ20c,450.2,456.8,Reggie_Lee,dev,trn,id10964
id10964\7sWz7AMJ20c\00015.wav,Reggie_Lee/7sWz7AMJ20c,460.9,469.2,Reggie_Lee,dev,trn,id10964
id10964\7sWz7AMJ20c\00016.wav,Reggie_Lee/7sWz7AMJ20c,475.4,483.7,Reggie_Lee,dev,trn,id10964
id10964\EnvDKuGlPhU\00008.wav,Reggie_Lee/EnvDKuGlPhU,143.3,150.8,Reggie_Lee,dev,trn,id10964
id10964\EnvDKuGlPhU\00009.wav,Reggie_Lee/EnvDKuGlPhU,171.0,178.6,Reggie_Lee,dev,trn,id10964
id10964\EnvDKuGlPhU\00010.wav,Reggie_Lee/EnvDKuGlPhU,226.8,234.0,Reggie_Lee,dev,trn,id10964
id10964\Ewxvx8w0bKg\00002.wav,Reggie_Lee/Ewxvx8w0bKg,41.1,47.5,Reggie_Lee,dev,trn,id10964
id10964\Ewxvx8w0bKg\00005.wav,Reggie_Lee/Ewxvx8w0bKg,174.0,181.8,Reggie_Lee,dev,trn,id10964
id10964\Ewxvx8w0bKg\00007.wav,Reggie_Lee/Ewxvx8w0bKg,189.8,196.9,Reggie_Lee,dev,trn,id10964
id10964\Ewxvx8w0bKg\00009.wav,Reggie_Lee/Ewxvx8w0bKg,213.1,219.6,Reggie_Lee,dev,trn,id10964
id10964\Ewxvx8w0bKg\00013.wav,Reggie_Lee/Ewxvx8w0bKg,273.7,281.6,Reggie_Lee,dev,trn,id10964
id10964\FhS2Dli9xgU\00001.wav,Reggie_Lee/FhS2Dli9xgU,12.1,19.3,Reggie_Lee,dev,dev,id10964
id10964\FhS2Dli9xgU\00004.wav,Reggie_Lee/FhS2Dli9xgU,139.9,146.6,Reggie_Lee,dev,dev,id10964
id10964\Io62bzLFs7g\00003.wav,Reggie_Lee/Io62bzLFs7g,30.0,37.2,Reggie_Lee,dev,trn,id10964
id10964\Io62bzLFs7g\00006.wav,Reggie_Lee/Io62bzLFs7g,71.3,79.5,Reggie_Lee,dev,trn,id10964
id10964\Io62bzLFs7g\00010.wav,Reggie_Lee/Io62bzLFs7g,141.6,150.0,Reggie_Lee,dev,trn,id10964
id10964\Qe_EYIYVh8I\00002.wav,Reggie_Lee/Qe_EYIYVh8I,15.6,24.6,Reggie_Lee,dev,trn,id10964
id10964\Qe_EYIYVh8I\00005.wav,Reggie_Lee/Qe_EYIYVh8I,58.4,65.8,Reggie_Lee,dev,trn,id10964
id10964\Qe_EYIYVh8I\00007.wav,Reggie_Lee/Qe_EYIYVh8I,77.0,83.0,Reggie_Lee,dev,trn,id10964
id10964\Qe_EYIYVh8I\00016.wav,Reggie_Lee/Qe_EYIYVh8I,269.7,276.1,Reggie_Lee,dev,trn,id10964
id10964\Qe_EYIYVh8I\00018.wav,Reggie_Lee/Qe_EYIYVh8I,288.6,294.8,Reggie_Lee,dev,trn,id10964
id10964\U-J94IVshfg\00002.wav,Reggie_Lee/U-J94IVshfg,41.4,47.4,Reggie_Lee,dev,trn,id10964
id10964\U-J94IVshfg\00005.wav,Reggie_Lee/U-J94IVshfg,111.0,118.0,Reggie_Lee,dev,trn,id10964
id10964\WySIhmZZ_MA\00005.wav,Reggie_Lee/WySIhmZZ_MA,406.5,414.3,Reggie_Lee,dev,trn,id10964
id10964\WySIhmZZ_MA\00007.wav,Reggie_Lee/WySIhmZZ_MA,637.1,645.4,Reggie_Lee,dev,trn,id10964
id10964\WySIhmZZ_MA\00011.wav,Reggie_Lee/WySIhmZZ_MA,1014.8,1022.5,Reggie_Lee,dev,trn,id10964
id10964\WySIhmZZ_MA\00013.wav,Reggie_Lee/WySIhmZZ_MA,1593.2,1601.8,Reggie_Lee,dev,trn,id10964
id10964\WySIhmZZ_MA\00014.wav,Reggie_Lee/WySIhmZZ_MA,1905.0,1911.7,Reggie_Lee,dev,trn,id10964
id10964\WySIhmZZ_MA\00015.wav,Reggie_Lee/WySIhmZZ_MA,1912.4,1918.4,Reggie_Lee,dev,trn,id10964
id10964\WySIhmZZ_MA\00018.wav,Reggie_Lee/WySIhmZZ_MA,2217.8,2225.8,Reggie_Lee,dev,trn,id10964
id10964\Zeu4mkdt7P0\00001.wav,Reggie_Lee/Zeu4mkdt7P0,190.1,196.7,Reggie_Lee,dev,trn,id10964
id10964\dYEMrCtMNcI\00001.wav,Reggie_Lee/dYEMrCtMNcI,81.3,90.1,Reggie_Lee,dev,trn,id10964
id10964\s4Jpzb2oOKg\00001.wav,Reggie_Lee/s4Jpzb2oOKg,439.1,445.2,Reggie_Lee,dev,trn,id10964
id10964\s4Jpzb2oOKg\00002.wav,Reggie_Lee/s4Jpzb2oOKg,451.3,460.2,Reggie_Lee,dev,trn,id10964
id10964\s4Jpzb2oOKg\00003.wav,Reggie_Lee/s4Jpzb2oOKg,460.4,466.5,Reggie_Lee,dev,trn,id10964
id10964\w-D2MmGkOvE\00001.wav,Reggie_Lee/w-D2MmGkOvE,21.0,29.6,Reggie_Lee,dev,trn,id10964
id10964\w-D2MmGkOvE\00002.wav,Reggie_Lee/w-D2MmGkOvE,32.6,39.9,Reggie_Lee,dev,trn,id10964
id10964\zSH4JEdJEXU\00001.wav,Reggie_Lee/zSH4JEdJEXU,60.0,67.8,Reggie_Lee,dev,trn,id10964
id10964\zSH4JEdJEXU\00003.wav,Reggie_Lee/zSH4JEdJEXU,101.6,108.1,Reggie_Lee,dev,trn,id10964
id10964\zSH4JEdJEXU\00004.wav,Reggie_Lee/zSH4JEdJEXU,108.7,116.6,Reggie_Lee,dev,trn,id10964
id10964\zSH4JEdJEXU\00005.wav,Reggie_Lee/zSH4JEdJEXU,126.8,132.9,Reggie_Lee,dev,trn,id10964
id10964\zSH4JEdJEXU\00007.wav,Reggie_Lee/zSH4JEdJEXU,185.7,192.4,Reggie_Lee,dev,trn,id10964
id10964\zSH4JEdJEXU\00012.wav,Reggie_Lee/zSH4JEdJEXU,328.2,334.8,Reggie_Lee,dev,trn,id10964
id10964\zaz3cSlAH64\00001.wav,Reggie_Lee/zaz3cSlAH64,17.4,26.6,Reggie_Lee,dev,tst,id10964
id10964\zaz3cSlAH64\00002.wav,Reggie_Lee/zaz3cSlAH64,125.9,133.0,Reggie_Lee,dev,tst,id10964
id10970\9rRSgOqQVLY\00001.wav,Rhys_Ifans/9rRSgOqQVLY,20.0,26.2,Rhys_Ifans,dev,trn,id10970
id10970\9rRSgOqQVLY\00009.wav,Rhys_Ifans/9rRSgOqQVLY,251.2,257.2,Rhys_Ifans,dev,trn,id10970
id10970\HZpdPHP8jys\00001.wav,Rhys_Ifans/HZpdPHP8jys,8.7,16.6,Rhys_Ifans,dev,trn,id10970
id10970\HZpdPHP8jys\00003.wav,Rhys_Ifans/HZpdPHP8jys,35.1,41.3,Rhys_Ifans,dev,trn,id10970
id10970\HZpdPHP8jys\00005.wav,Rhys_Ifans/HZpdPHP8jys,54.7,61.2,Rhys_Ifans,dev,trn,id10970
id10970\IXi8OG0jCz8\00001.wav,Rhys_Ifans/IXi8OG0jCz8,324.8,333.6,Rhys_Ifans,dev,trn,id10970
id10970\IXi8OG0jCz8\00002.wav,Rhys_Ifans/IXi8OG0jCz8,374.8,381.9,Rhys_Ifans,dev,trn,id10970
id10970\RbDos3-ASX4\00001.wav,Rhys_Ifans/RbDos3-ASX4,71.9,81.8,Rhys_Ifans,dev,dev,id10970
id10970\RbDos3-ASX4\00002.wav,Rhys_Ifans/RbDos3-ASX4,82.8,92.8,Rhys_Ifans,dev,dev,id10970
id10970\RbDos3-ASX4\00004.wav,Rhys_Ifans/RbDos3-ASX4,188.8,196.1,Rhys_Ifans,dev,dev,id10970
id10970\SD8tdAWYKy0\00002.wav,Rhys_Ifans/SD8tdAWYKy0,61.2,70.2,Rhys_Ifans,dev,trn,id10970
id10970\SD8tdAWYKy0\00003.wav,Rhys_Ifans/SD8tdAWYKy0,89.6,96.3,Rhys_Ifans,dev,trn,id10970
id10970\SD8tdAWYKy0\00008.wav,Rhys_Ifans/SD8tdAWYKy0,177.2,186.0,Rhys_Ifans,dev,trn,id10970
id10970\SD8tdAWYKy0\00013.wav,Rhys_Ifans/SD8tdAWYKy0,238.7,246.6,Rhys_Ifans,dev,trn,id10970
id10970\YoVTbyIwAH0\00003.wav,Rhys_Ifans/YoVTbyIwAH0,36.1,44.0,Rhys_Ifans,dev,trn,id10970
id10970\YoVTbyIwAH0\00004.wav,Rhys_Ifans/YoVTbyIwAH0,48.2,54.9,Rhys_Ifans,dev,trn,id10970
id10970\Z2B78980tt4\00002.wav,Rhys_Ifans/Z2B78980tt4,121.5,128.2,Rhys_Ifans,dev,trn,id10970
id10970\Z2B78980tt4\00003.wav,Rhys_Ifans/Z2B78980tt4,149.4,156.1,Rhys_Ifans,dev,trn,id10970
id10970\cnOmuz_fDjc\00001.wav,Rhys_Ifans/cnOmuz_fDjc,339.9,346.2,Rhys_Ifans,dev,trn,id10970
id10970\eKkz_sTJbqc\00003.wav,Rhys_Ifans/eKkz_sTJbqc,20.8,28.9,Rhys_Ifans,dev,trn,id10970
id10970\eKkz_sTJbqc\00004.wav,Rhys_Ifans/eKkz_sTJbqc,31.0,39.1,Rhys_Ifans,dev,trn,id10970
id10970\eKkz_sTJbqc\00007.wav,Rhys_Ifans/eKkz_sTJbqc,65.8,75.4,Rhys_Ifans,dev,trn,id10970
id10970\ni-UxcEZqB8\00002.wav,Rhys_Ifans/ni-UxcEZqB8,47.7,56.3,Rhys_Ifans,dev,trn,id10970
id10970\ni-UxcEZqB8\00004.wav,Rhys_Ifans/ni-UxcEZqB8,104.4,111.0,Rhys_Ifans,dev,trn,id10970
id10970\ni-UxcEZqB8\00008.wav,Rhys_Ifans/ni-UxcEZqB8,218.0,227.6,Rhys_Ifans,dev,trn,id10970
id10970\ni-UxcEZqB8\00009.wav,Rhys_Ifans/ni-UxcEZqB8,227.8,237.0,Rhys_Ifans,dev,trn,id10970
id10970\o4ChNFzsKoM\00002.wav,Rhys_Ifans/o4ChNFzsKoM,44.0,53.7,Rhys_Ifans,dev,trn,id10970
id10970\pN_fVLh1uGU\00001.wav,Rhys_Ifans/pN_fVLh1uGU,22.3,29.1,Rhys_Ifans,dev,tst,id10970
