segment,uri,start,end,speaker,verification,identification
id10900\mmPGSwKfMRw\00012.wav,Olivia_Williams/mmPGSwKfMRw,143.8,152.5,Olivia_Williams,dev,trn
id10902\uqyFDkFlkr4\00005.wav,Omari_Hardwick/uqyFDkFlkr4,409.8,420.8,Omari_Hardwick,dev,trn
id10904\dR0Nd3IiK2c\00003.wav,Oscar_Isaac/dR0Nd3IiK2c,54.8,63.1,Oscar_Isaac,dev,trn
id10905\cKppgNesTSg\00011.wav,Pablo_Schreiber/cKppgNesTSg,214.6,233.8,Pablo_Schreiber,dev,trn
id10906\g1AzQZ4iC28\00005.wav,Paddy_Considine/g1AzQZ4iC28,116.4,124.7,Paddy_Considine,dev,tst
id10907\CzidftOsE5c\00061.wav,Padma_Lakshmi/CzidftOsE5c,1855.0,1862.8,Padma_Lakshmi,dev,trn
id10909\n8mlZ-4NzjQ\00001.wav,Paloma_Faith/n8mlZ-4NzjQ,213.7,229.4,Paloma_Faith,dev,trn
id10910\L_SLT-j82Ms\00036.wav,Pamela_Adlon/L_SLT-j82Ms,2086.4,2107.9,Pamela_Adlon,dev,trn
id10912\WKkZvGACy8w\00020.wav,Parineeti_Chopra/WKkZvGACy8w,430.0,436.0,Parineeti_Chopra,dev,trn
id10913\k4BbQt1Inas\00016.wav,Pat_Monahan/k4BbQt1Inas,287.0,301.7,Pat_Monahan,dev,trn
id10917\p-RM-cnfqHE\00003.wav,Patrick_Swayze/p-RM-cnfqHE,35.5,45.2,Patrick_Swayze,dev,trn
id10918\HD2f-USPvuo\00003.wav,Patrick_Wilson/HD2f-USPvuo,72.5,78.6,Patrick_Wilson,dev,trn
id10919\TCTm9AZF_Xs\00008.wav,Patton_Oswalt/TCTm9AZF_Xs,86.2,99.6,Patton_Oswalt,dev,trn
id10920\oyJ0uXxJhYc\00003.wav,Paul_Dano/oyJ0uXxJhYc,59.0,77.5,Paul_Dano,dev,trn
id10921\EI0BcP32ins\00007.wav,Paul_Feig/EI0BcP32ins,278.5,284.9,Paul_Feig,dev,trn
id10922\nqa1qATLKG8\00002.wav,Paul_Giamatti/nqa1qATLKG8,22.4,30.3,Paul_Giamatti,dev,trn
id10925\qrNmD5e-6PY\00006.wav,Paul_Reubens/qrNmD5e-6PY,263.4,269.9,Paul_Reubens,dev,trn
id10929\4Mjv5tVqYUU\00003.wav,Penn_Jillette/4Mjv5tVqYUU,119.4,127.0,Penn_Jillette,dev,trn
id10931\DxNk7tLkPbM\00004.wav,Peter_Berg/DxNk7tLkPbM,52.6,65.8,Peter_Berg,dev,trn
id10934\jRUrHuZXZCE\00025.wav,Peter_Facinelli/jRUrHuZXZCE,458.4,468.3,Peter_Facinelli,dev,trn
id10935\E1xHSc40Kuw\00013.wav,Peter_Jackson/E1xHSc40Kuw,326.9,343.3,Peter_Jackson,dev,trn
id10938\jRM8sR-uFT8\00007.wav,Phyllis_Diller/jRM8sR-uFT8,95.5,105.8,Phyllis_Diller,dev,trn
id10940\YCcWkvMrx1E\00021.wav,Pierre_Niney/YCcWkvMrx1E,427.7,434.6,Pierre_Niney,dev,trn
id10941\bsxojYOZHWo\00003.wav,Pooja_Kumar/bsxojYOZHWo,24.6,31.3,Pooja_Kumar,dev,trn
id10943\DdNV2ZDAs_0\00008.wav,Preity_Zinta/DdNV2ZDAs_0,318.1,325.1,Preity_Zinta,dev,trn
id10945\XWV-7_NlhXE\00037.wav,Quentin_Tarantino/XWV-7_NlhXE,887.1,904.0,Quentin_Tarantino,dev,trn
id10948\kGyXZrzllok\00008.wav,Rachel_McAdams/kGyXZrzllok,207.4,222.8,Rachel_McAdams,dev,trn
id10951\SFtYK4eh1Y0\00012.wav,Rainn_Wilson/SFtYK4eh1Y0,167.8,178.5,Rainn_Wilson,dev,trn
id10954\JqONvYXC_MQ\00002.wav,Rami_Malek/JqONvYXC_MQ,45.2,53.6,Rami_Malek,dev,trn
id10955\Y700CCRzcCo\00029.wav,Ranbir_Kapoor/Y700CCRzcCo,1224.3,1230.9,Ranbir_Kapoor,dev,trn
id10956\SK9iVw56wXs\00002.wav,Randeep_Hooda/SK9iVw56wXs,163.3,173.8,Randeep_Hooda,dev,trn
id10957\eELjbIq21Ok\00011.wav,Randolph_Mantooth/eELjbIq21Ok,246.5,260.3,Randolph_Mantooth,dev,trn
id10959\mvjUDRx5Exw\00015.wav,Ray_Winstone/mvjUDRx5Exw,440.5,447.3,Ray_Winstone,dev,trn
id10964\WySIhmZZ_MA\00005.wav,Reggie_Lee/WySIhmZZ_MA,406.5,414.3,Reggie_Lee,dev,trn
id10971\ulWgb-KmVeg\00015.wav,Richard_Ayoade/ulWgb-KmVeg,485.8,497.2,Richard_Ayoade,dev,trn
id10973\WusNpqXncAs\00001.wav,Richard_E._Grant/WusNpqXncAs,19.9,35.4,Richard_E._Grant,dev,trn
id10976\cH0DPcvYdKU\00003.wav,Richard_Madden/cH0DPcvYdKU,325.8,333.2,Richard_Madden,dev,trn
id10977\gNnNpOn_dV0\00049.wav,Ricky_Gervais/gNnNpOn_dV0,729.0,750.3,Ricky_Gervais,dev,trn
id10982\HYix__TaweM\00013.wav,Riz_Ahmed/HYix__TaweM,293.3,307.2,Riz_Ahmed,dev,trn
id10983\K3VF9KATPqc\00086.wav,Rob_Brydon/K3VF9KATPqc,2094.4,2102.8,Rob_Brydon,dev,trn
id10986\Gq881M1WnKM\00012.wav,Rob_Reiner/Gq881M1WnKM,125.3,136.5,Rob_Reiner,dev,trn
id10987\xho8z5yK5z0\00006.wav,Rob_Riggle/xho8z5yK5z0,146.5,158.9,Rob_Riggle,dev,trn
id10988\mCNtJiMvDRg\00008.wav,Robbie_Amell/mCNtJiMvDRg,306.6,315.0,Robbie_Amell,dev,trn
id10993\sE2Ju0mmX0U\00016.wav,Robert_Picardo/sE2Ju0mmX0U,374.7,383.8,Robert_Picardo,dev,trn
id10994\eR7zlq8Ugs4\00005.wav,Robert_Sheehan/eR7zlq8Ugs4,147.7,155.8,Robert_Sheehan,dev,trn
id10996\HuH_WTNy5sI\00010.wav,Roger_Ebert/HuH_WTNy5sI,376.3,382.7,Roger_Ebert,dev,trn
id10997\Ta2h-xTptPE\00020.wav,Roma_Downey/Ta2h-xTptPE,700.4,710.9,Roma_Downey,dev,trn
id11002\aP4Ce_qLBf0\00013.wav,Ronda_Rousey/aP4Ce_qLBf0,404.6,417.5,Ronda_Rousey,dev,trn
id11003\rsO79xUsxlU\00028.wav,Rooney_Mara/rsO79xUsxlU,541.3,549.7,Rooney_Mara,dev,trn
id11004\Qq_ncaVFAMs\00107.wav,Rory_Kennedy/Qq_ncaVFAMs,2779.9,2785.9,Rory_Kennedy,dev,trn
id11007\FLx-06WnCII\00002.wav,Rosie_Huntington-Whiteley/FLx-06WnCII,64.7,72.0,Rosie_Huntington-Whiteley,dev,trn
id11008\emIgg16KoJc\00013.wav,Rowan_Atkinson/emIgg16KoJc,216.2,239.3,Rowan_Atkinson,dev,trn
id11014\yhbewigKrvk\00004.wav,Rutger_Hauer/yhbewigKrvk,393.8,400.8,Rutger_Hauer,dev,trn
id11016\oVtC7dKBBDs\00010.wav,Ruth_Wilson/oVtC7dKBBDs,288.6,311.8,Ruth_Wilson,dev,trn
id11020\snIxhdObZXo\00001.wav,Ryan_Phillippe/snIxhdObZXo,95.9,114.8,Ryan_Phillippe,dev,trn
id11021\98lFHYwjjuE\00003.wav,Ryan_Potter/98lFHYwjjuE,130.7,139.4,Ryan_Potter,dev,trn
id11022\KogD-VZitXI\00049.wav,S._Epatha_Merkerson/KogD-VZitXI,1548.7,1555.6,S._Epatha_Merkerson,dev,trn
id11023\wmYHe0Ynos4\00005.wav,Sally_Hawkins/wmYHe0Ynos4,104.2,119.2,Sally_Hawkins,dev,trn
id11024\lWf9N7yY1a0\00001.wav,Sam_Heughan/lWf9N7yY1a0,24.1,31.5,Sam_Heughan,dev,trn
id11027\E5ojBNZCK60\00001.wav,Sam_Raimi/E5ojBNZCK60,2.3,16.4,Sam_Raimi,dev,trn
id11028\sknkKBfvikY\00019.wav,Sam_Riley/sknkKBfvikY,407.6,416.4,Sam_Riley,dev,trn
id11031\tkn_Bkm6K2o\00003.wav,Sam_Worthington/tkn_Bkm6K2o,53.9,60.0,Sam_Worthington,dev,trn
id11032\W63gHeAMPIc\00003.wav,Samantha_Barks/W63gHeAMPIc,99.6,106.2,Samantha_Barks,dev,trn
id11041\r1oaMK8pbM0\00001.wav,Sara_Gilbert/r1oaMK8pbM0,1954.4,1963.0,Sara_Gilbert,dev,trn
id11042\cT55c5fbNg8\00001.wav,Sara_Ramirez/cT55c5fbNg8,114.7,127.2,Sara_Ramirez,dev,trn
id11045\PRHVM5I6Dkc\00020.wav,Sarah_Gadon/PRHVM5I6Dkc,460.8,470.5,Sarah_Gadon,dev,trn
id11046\m6nWKryZ9p4\00001.wav,Sarah_Hyland/m6nWKryZ9p4,62.5,72.1,Sarah_Hyland,dev,trn
id11047\Fr3M4KPzlOk\00002.wav,Sarah_Palin/Fr3M4KPzlOk,55.4,63.2,Sarah_Palin,dev,trn
id11048\XBxLJGCPjFM\00026.wav,Sarah_Paulson/XBxLJGCPjFM,793.7,800.8,Sarah_Paulson,dev,trn
id11049\wKozbkkc8UA\00011.wav,Sarah_Wayne_Callies/wKozbkkc8UA,199.6,207.0,Sarah_Wayne_Callies,dev,trn
id11053\r3GMOhURsug\00003.wav,Scott_Speedman/r3GMOhURsug,275.9,293.5,Scott_Speedman,dev,trn
id11057\_VWPQZ32j1o\00006.wav,Sean_Maher/_VWPQZ32j1o,92.9,104.0,Sean_Maher,dev,trn
id11060\_GiXdhxaZRk\00008.wav,Seann_William_Scott/_GiXdhxaZRk,186.8,192.8,Seann_William_Scott,dev,trn
id11067\eupXJ-ydpBQ\00002.wav,Seth_Green/eupXJ-ydpBQ,21.3,28.8,Seth_Green,dev,trn
id11068\SkE1gF-0vxI\00007.wav,Seth_MacFarlane/SkE1gF-0vxI,644.9,652.6,Seth_MacFarlane,dev,trn
id11072\Vy9-9JeqcpM\00024.wav,Shailene_Woodley/Vy9-9JeqcpM,559.6,565.6,Shailene_Woodley,dev,trn
id11073\laMBBXCR9NE\00039.wav,Shane_West/laMBBXCR9NE,611.6,618.8,Shane_West,dev,trn
id11075\2SQgxXSsh68\00031.wav,Sharlto_Copley/2SQgxXSsh68,554.3,563.0,Sharlto_Copley,dev,trn
id11076\zXhm8v0cqXc\00002.wav,Sharni_Vinson/zXhm8v0cqXc,105.2,118.4,Sharni_Vinson,dev,trn
id11077\RxdQ_ngme6I\00006.wav,Sharon_Gless/RxdQ_ngme6I,109.4,115.8,Sharon_Gless,dev,trn
id11083\ltiC9NlMIDw\00049.wav,Sheryl_Lee_Ralph/ltiC9NlMIDw,1016.0,1023.6,Sheryl_Lee_Ralph,dev,trn
id11086\k3Pnb0gpZ9w\00007.wav,Shirley_Manson/k3Pnb0gpZ9w,79.6,90.6,Shirley_Manson,dev,trn
id11087\pgKr241ttDI\00005.wav,Shohreh_Aghdashloo/pgKr241ttDI,187.1,196.4,Shohreh_Aghdashloo,dev,tst
id11088\Q0YU_S7jFhA\00041.wav,Shonda_Rhimes/Q0YU_S7jFhA,1180.3,1201.2,Shonda_Rhimes,dev,trn
id11089\q8ZMtVGgMSo\00004.wav,Shraddha_Kapoor/q8ZMtVGgMSo,363.1,369.4,Shraddha_Kapoor,dev,trn
id11090\IbX2Z0Y7LbM\00006.wav,Sidharth_Malhotra/IbX2Z0Y7LbM,138.4,145.3,Sidharth_Malhotra,dev,trn
id11095\Z4M-Z0AYee8\00014.wav,Simon_Callow/Z4M-Z0AYee8,254.9,261.3,Simon_Callow,dev,trn
id11097\a5xMWmO1nmI\00008.wav,Skylar_Astin/a5xMWmO1nmI,179.9,186.2,Skylar_Astin,dev,trn
id11098\cH_231T9mAI\00013.wav,Smokey_Robinson/cH_231T9mAI,166.9,181.3,Smokey_Robinson,dev,trn
id11099\9-LYKZ6-R-8\00004.wav,Sofia_Coppola/9-LYKZ6-R-8,169.0,177.4,Sofia_Coppola,dev,trn
id11100\QmihWZJn-a4\00004.wav,Sonam_Kapoor/QmihWZJn-a4,161.8,170.1,Sonam_Kapoor,dev,trn
id11101\a_GeH7Tnzag\00069.wav,Sonja_Sohn/a_GeH7Tnzag,1724.2,1732.0,Sonja_Sohn,dev,trn
id11105\XRGwBNXIhgo\00013.wav,Stan_Lee/XRGwBNXIhgo,197.1,209.2,Stan_Lee,dev,trn
id11111\CqibqD4fJZs\00006.wav,Stephen_Fry/CqibqD4fJZs,93.8,99.8,Stephen_Fry,dev,trn
id11112\UEPsY-pWLx8\00037.wav,Stephen_Lang/UEPsY-pWLx8,571.5,584.6,Stephen_Lang,dev,trn
id11113\iUDML3bYGJU\00009.wav,Stephen_Mangan/iUDML3bYGJU,123.6,129.9,Stephen_Mangan,dev,trn
id11119\XbkMcvnNq3g\00019.wav,Steve_Jobs/XbkMcvnNq3g,586.2,613.3,Steve_Jobs,dev,trn
id11120\8-VZuZ1Vmak\00021.wav,Steve_Martin/8-VZuZ1Vmak,1042.9,1053.8,Steve_Martin,dev,trn
id11122\NzkgAAMwyIE\00007.wav,Steven_Berkoff/NzkgAAMwyIE,140.9,147.4,Steven_Berkoff,dev,trn
id11123\UOk7gtg-nyU\00001.wav,Steven_Moffat/UOk7gtg-nyU,15.0,23.6,Steven_Moffat,dev,trn
id11129\u2FK7URqbcQ\00006.wav,Sunny_Leone/u2FK7URqbcQ,122.8,132.0,Sunny_Leone,dev,trn
id11130\NbELtjnkhYY\00003.wav,Suraj_Sharma/NbELtjnkhYY,124.2,133.6,Suraj_Sharma,dev,trn
id11131\i9BFdwyoC8I\00001.wav,Susan_Lucci/i9BFdwyoC8I,52.4,59.9,Susan_Lucci,dev,trn
id11132\qVJB9F3sQnI\00001.wav,Susanne_Bier/qVJB9F3sQnI,8.4,16.3,Susanne_Bier,dev,trn
id11134\tzv0o1CwVD0\00001.wav,Sydney_Pollack/tzv0o1CwVD0,13.9,21.0,Sydney_Pollack,dev,trn
id11140\j3RAP5Rzss8\00009.wav,Tamara_Taylor/j3RAP5Rzss8,133.4,141.2,Tamara_Taylor,dev,trn
id11141\y_PFs7bAgTU\00003.wav,Tamara_Tunie/y_PFs7bAgTU,35.5,63.7,Tamara_Tunie,dev,trn
id11142\jfdmN4zPL-U\00002.wav,Tamer_Hassan/jfdmN4zPL-U,13.4,24.8,Tamer_Hassan,dev,trn
id11148\hXmtIVGVBEo\00007.wav,Tatiana_Maslany/hXmtIVGVBEo,306.8,314.8,Tatiana_Maslany,dev,trn
id11150\ptxbuldZgI0\00008.wav,Tavi_Gevinson/ptxbuldZgI0,165.5,172.1,Tavi_Gevinson,dev,trn
id11151\XZ_XNgYA8zU\00001.wav,Taylor_Kitsch/XZ_XNgYA8zU,15.8,30.2,Taylor_Kitsch,dev,trn
id11152\WRjHTwNFxxs\00008.wav,Taylor_Lautner/WRjHTwNFxxs,180.7,194.4,Taylor_Lautner,dev,trn
id11154\Fne0TLDTYtk\00016.wav,Taylor_Swift/Fne0TLDTYtk,507.2,533.0,Taylor_Swift,dev,trn
id11155\hUyfY9IkPz0\00020.wav,Teala_Dunn/hUyfY9IkPz0,344.0,360.0,Teala_Dunn,dev,trn
id11157\G0WrcgWfJn4\00028.wav,Terence_Stamp/G0WrcgWfJn4,1168.0,1176.9,Terence_Stamp,dev,trn
id11158\qZ6r8s1fn9o\00001.wav,Teri_Hatcher/qZ6r8s1fn9o,73.0,79.0,Teri_Hatcher,dev,trn
id11159\f4TGAdMrPAs\00013.wav,Terrence_Howard/f4TGAdMrPAs,291.9,311.7,Terrence_Howard,dev,trn
id11160\pIxDHYzYFCE\00001.wav,Thandie_Newton/pIxDHYzYFCE,43.5,60.1,Thandie_Newton,dev,trn
id11165\VEG5luYCEHg\00012.wav,Thomas_Haden_Church/VEG5luYCEHg,234.8,242.2,Thomas_Haden_Church,dev,trn
id11166\S_5csWMZGs8\00009.wav,Thomas_Ian_Nicholas/S_5csWMZGs8,225.2,252.1,Thomas_Ian_Nicholas,dev,trn
id11169\WQKEPrjuXT0\00008.wav,Tilda_Swinton/WQKEPrjuXT0,342.6,354.7,Tilda_Swinton,dev,trn
id11171\_J-7BTc1c20\00009.wav,Tim_Daly/_J-7BTc1c20,181.8,208.1,Tim_Daly,dev,trn
id11173\P9GUTr2VXEA\00006.wav,Tim_Minchin/P9GUTr2VXEA,125.2,131.8,Tim_Minchin,dev,trn
id11174\WG3qX4ZpPgk\00006.wav,Timothy_Spall/WG3qX4ZpPgk,197.5,207.2,Timothy_Spall,dev,trn
id11177\ZSM-lkvQ5zg\00003.wav,Toby_Jones/ZSM-lkvQ5zg,140.2,146.8,Toby_Jones,dev,trn
id11178\eZfqINabWik\00017.wav,Toby_Stephens/eZfqINabWik,478.4,492.6,Toby_Stephens,dev,trn
id11181\VTnur1vb0u4\00003.wav,Tom_Bergeron/VTnur1vb0u4,19.2,27.9,Tom_Bergeron,dev,tst
id11182\QciXKo1an_A\00002.wav,Tom_Ford/QciXKo1an_A,61.7,71.0,Tom_Ford,dev,trn
id11183\TYEgmj88Nuo\00016.wav,Tom_Hiddleston/TYEgmj88Nuo,246.4,253.0,Tom_Hiddleston,dev,trn
id11184\D1WHFiTIbUE\00014.wav,Tom_Hooper/D1WHFiTIbUE,229.0,244.0,Tom_Hooper,dev,trn
id11187\MVMjuoRh0e0\00005.wav,Tom_Selleck/MVMjuoRh0e0,267.4,274.5,Tom_Selleck,dev,trn
id11188\fEVHUCBJk7Q\00025.wav,Tony_Curran/fEVHUCBJk7Q,385.6,391.9,Tony_Curran,dev,trn
id11197\m5okvj737Bo\00013.wav,Tyler_Hoechlin/m5okvj737Bo,430.2,437.2,Tyler_Hoechlin,dev,trn
id11199\tvfx-OlFisE\00013.wav,Usher_Raymond/tvfx-OlFisE,166.6,176.6,Usher_Raymond,dev,trn
id11202\xC6jYNIKKxY\00009.wav,Vanessa_Lachey/xC6jYNIKKxY,223.1,229.5,Vanessa_Lachey,dev,trn
id11203\qFDcDeQfA60\00001.wav,Vanessa_Marcil/qFDcDeQfA60,112.2,122.7,Vanessa_Marcil,dev,trn
id11206\UbFEQgMHnfQ\00004.wav,Vicky_McClure/UbFEQgMHnfQ,62.2,69.8,Vicky_McClure,dev,trn
id11209\K97Yo5gYzp4\00004.wav,Vidya_Balan/K97Yo5gYzp4,251.3,258.3,Vidya_Balan,dev,trn
id11210\voTTV7oqJmw\00003.wav,Viggo_Mortensen/voTTV7oqJmw,150.5,160.6,Viggo_Mortensen,dev,tst
id11211\O77p-6-AqP4\00030.wav,Vince_Gilligan/O77p-6-AqP4,666.6,674.7,Vince_Gilligan,dev,trn
id11212\KxKNMZ1tCSw\00018.wav,Vincent_Cassel/KxKNMZ1tCSw,271.4,278.7,Vincent_Cassel,dev,trn
id11216\lZUL8J0CpuQ\00002.wav,Virginia_Madsen/lZUL8J0CpuQ,77.0,83.0,Virginia_Madsen,dev,trn
id11218\wMPjKZ4vQec\00003.wav,Walton_Goggins/wMPjKZ4vQec,53.2,74.9,Walton_Goggins,dev,trn
id11220\YhZ6J4UvdGo\00047.wav,Wendell_Pierce/YhZ6J4UvdGo,1544.2,1555.0,Wendell_Pierce,dev,trn
id11221\zNbrK8g_6sY\00007.wav,Wendi_McLendon-Covey/zNbrK8g_6sY,156.8,163.7,Wendi_McLendon-Covey,dev,trn
id11224\voIPbheNEyg\00010.wav,Wes_Bentley/voIPbheNEyg,187.7,194.1,Wes_Bentley,dev,trn
id11226\oIy4wXHJhWo\00069.wav,Whitney_Cummings/oIy4wXHJhWo,2603.4,2613.8,Whitney_Cummings,dev,trn
id11228\x6O8O_n5YZ8\00008.wav,Will_Forte/x6O8O_n5YZ8,105.4,118.7,Will_Forte,dev,trn
id11230\HqqLQgVZktQ\00008.wav,Will_Poulter/HqqLQgVZktQ,367.6,399.7,Will_Poulter,dev,trn
id11232\_GjM7s957RU\00010.wav,Willem_Dafoe/_GjM7s957RU,154.0,162.5,Willem_Dafoe,dev,trn
id11233\litv_hgi2xs\00001.wav,William_Baldwin/litv_hgi2xs,358.1,373.2,William_Baldwin,dev,trn
id11234\Hwbmtw5VL7A\00008.wav,William_Fichtner/Hwbmtw5VL7A,85.9,94.5,William_Fichtner,dev,trn
id11235\uaH8MZ2eLR0\00005.wav,William_Levy/uaH8MZ2eLR0,111.1,122.2,William_Levy,dev,tst
id11237\Yysv1uvZCEc\00022.wav,Wim_Wenders/Yysv1uvZCEc,795.2,801.2,Wim_Wenders,dev,trn
id11239\llmORrIkBmY\00009.wav,Woody_Harrelson/llmORrIkBmY,307.0,314.0,Woody_Harrelson,dev,trn
id11242\T5DePu-p1EY\00014.wav,Yvette_Nicole_Brown/T5DePu-p1EY,224.3,239.2,Yvette_Nicole_Brown,dev,trn
id11244\Sy6vuOsoYgw\00006.wav,Zach_Braff/Sy6vuOsoYgw,51.0,86.8,Zach_Braff,dev,trn
id11247\VUU2CzTdpMs\00013.wav,Zachary_Levi/VUU2CzTdpMs,225.7,237.7,Zachary_Levi,dev,trn
id11248\QdBQTHX55yI\00026.wav,Zachary_Quinto/QdBQTHX55yI,819.9,827.3,Zachary_Quinto,dev,trn
id11249\h0ZD6Wmu2L8\00003.wav,Zack_Snyder/h0ZD6Wmu2L8,105.6,115.6,Zack_Snyder,dev,trn
id11250\u5fm32lvCDE\00005.wav,Zoe_Saldana/u5fm32lvCDE,201.5,207.7,Zoe_Saldana,dev,trn
id10004\wQJ3cED8ZSw\00001.wav,Aaron_Tveit/wQJ3cED8ZSw,62.1,68.6,Aaron_Tveit,dev,trn
id10006\aaOv6y3Ii4o\00005.wav,Abbie_Cornish/aaOv6y3Ii4o,57.2,64.2,Abbie_Cornish,dev,trn
id10008\r4IZRsEGDFs\00038.wav,Abigail_Spencer/r4IZRsEGDFs,1459.6,1467.3,Abigail_Spencer,dev,trn
id10011\ujWHD_MTa44\00007.wav,Adam_Copeland/ujWHD_MTa44,373.4,381.6,Adam_Copeland,dev,trn
id10012\nCwwVjPNloY\00009.wav,Adam_Driver/nCwwVjPNloY,283.3,293.3,Adam_Driver,dev,trn
id10016\a3j4Vg7CtjA\00001.wav,Aidan_Turner/a3j4Vg7CtjA,12.4,21.8,Aidan_Turner,dev,trn
id10018\RM55SnIw2uQ\00002.wav,Akshay_Kumar/RM55SnIw2uQ,464.8,479.0,Akshay_Kumar,dev,trn
id10020\70e-rrF1NnQ\00022.wav,Alan_Alda/70e-rrF1NnQ,507.0,517.0,Alan_Alda,dev,trn
id10021\ifrR3O4CBW0\00007.wav,Alan_Cumming/ifrR3O4CBW0,224.4,230.8,Alan_Cumming,dev,trn
id10022\y0UFutwJ-ow\00026.wav,Alan_Rickman/y0UFutwJ-ow,1354.3,1361.5,Alan_Rickman,dev,trn
id10029\mjuQ_AKDKn0\00004.wav,Alex_Trebek/mjuQ_AKDKn0,48.8,58.2,Alex_Trebek,dev,trn
id10031\CIipb6clpG8\00022.wav,Alexander_Siddig/CIipb6clpG8,265.3,273.5,Alexander_Siddig,dev,trn
id10033\vfjbbp1sQ9o\00002.wav,Alexandra_Roach/vfjbbp1sQ9o,134.6,160.2,Alexandra_Roach,dev,trn
id10035\xnz5zJt0ggU\00004.wav,Alfre_Woodard/xnz5zJt0ggU,77.9,89.4,Alfre_Woodard,dev,trn
id10036\x4d2Y7WcuHY\00005.wav,Alice_Eve/x4d2Y7WcuHY,205.7,214.5,Alice_Eve,dev,trn
id10037\mtZxH5QKNcY\00005.wav,Alicja_Bachleda/mtZxH5QKNcY,149.5,159.8,Alicja_Bachleda,dev,trn
id10038\TAIgNJGh_lE\00017.wav,Alison_Arngrim/TAIgNJGh_lE,512.2,527.1,Alison_Arngrim,dev,trn
id10039\xULTI9UjeI0\00008.wav,Alison_Pill/xULTI9UjeI0,148.5,168.8,Alison_Pill,dev,trn
id10041\airbUybc41Y\00005.wav,Amanda_Seyfried/airbUybc41Y,194.1,200.3,Amanda_Seyfried,dev,trn
id10044\SqcVSYOisPw\00004.wav,America_Ferrera/SqcVSYOisPw,77.3,84.6,America_Ferrera,dev,trn
id10045\bwpDvDAnWn0\00038.wav,Amitabh_Bachchan/bwpDvDAnWn0,887.1,895.5,Amitabh_Bachchan,dev,trn
id10047\iSKf4XrzNwI\00015.wav,Amy_Schumer/iSKf4XrzNwI,272.8,280.9,Amy_Schumer,dev,trn
id10048\eexpMKuIR1I\00014.wav,Ana_Gasteyer/eexpMKuIR1I,183.7,191.2,Ana_Gasteyer,dev,trn
id10052\_cJKlfHFAlw\00012.wav,Andrew_Garfield/_cJKlfHFAlw,484.9,493.0,Andrew_Garfield,dev,trn
id10053\whMJs28Tu_s\00005.wav,Andrew_Lee_Potts/whMJs28Tu_s,58.9,79.0,Andrew_Lee_Potts,dev,trn
id10054\uOZjTWh4vTQ\00005.wav,Andrew_Rannells/uOZjTWh4vTQ,371.2,381.8,Andrew_Rannells,dev,trn
id10055\fEKabIQYh-Q\00014.wav,Andrew_Scott/fEKabIQYh-Q,562.1,570.5,Andrew_Scott,dev,trn
id10061\FiS_89JghYQ\00021.wav,Anne_Hathaway/FiS_89JghYQ,343.1,350.2,Anne_Hathaway,dev,trn
id10062\SVakV6W5aIw\00001.wav,Ansel_Elgort/SVakV6W5aIw,11.8,22.3,Ansel_Elgort,dev,trn
id10064\xvl8Eor7h2Y\00004.wav,Anthony_Mackie/xvl8Eor7h2Y,211.4,224.6,Anthony_Mackie,dev,trn
id10066\xQO6ifOsR1I\00003.wav,Anton_Yelchin/xQO6ifOsR1I,375.2,386.0,Anton_Yelchin,dev,trn
id10071\bDKYoh6_Dck\00003.wav,Asa_Butterfield/bDKYoh6_Dck,59.5,67.4,Asa_Butterfield,dev,trn
id10074\R7wpTWkBfEM\00002.wav,Audra_McDonald/R7wpTWkBfEM,186.1,196.3,Audra_McDonald,dev,trn
id10077\v-_NT7zmIc0\00001.wav,B.J._Novak/v-_NT7zmIc0,27.5,54.4,B.J._Novak,dev,trn
id10078\mKOmIJhv7nA\00011.wav,Barbara_Eden/mKOmIJhv7nA,178.3,185.4,Barbara_Eden,dev,trn
id10080\M1uAq-wp01Q\00009.wav,Bear_Grylls/M1uAq-wp01Q,231.2,239.6,Bear_Grylls,dev,trn
id10083\ntgkeQhp-0c\00012.wav,Ben_McKenzie/ntgkeQhp-0c,223.8,231.1,Ben_McKenzie,dev,trn
id10084\qWm2A410eUY\00004.wav,Ben_Stiller/qWm2A410eUY,124.4,136.9,Ben_Stiller,dev,tst
id10089\mfJV2IRcH18\00008.wav,Bill_Nighy/mfJV2IRcH18,125.0,133.4,Bill_Nighy,dev,trn
id10090\ynUXY7h-cxY\00005.wav,Bill_Pullman/ynUXY7h-cxY,277.5,286.7,Bill_Pullman,dev,trn
id10095\y3zf_LF20cU\00015.wav,Blake_Shelton/y3zf_LF20cU,193.5,207.7,Blake_Shelton,dev,trn
id10096\5Ciy1E1gYRc\00083.wav,Bob_Barker/5Ciy1E1gYRc,1400.0,1406.0,Bob_Barker,dev,trn
id10097\VBVZKMrcmx8\00020.wav,Bobby_Cannavale/VBVZKMrcmx8,592.1,598.6,Bobby_Cannavale,dev,trn
id10104\MfzUNzmmWwo\00001.wav,Brendan_Gleeson/MfzUNzmmWwo,126.8,133.1,Brendan_Gleeson,dev,trn
id10107\zas--VfFdmk\00011.wav,Brian_Cox/zas--VfFdmk,646.2,653.0,Brian_Cox,dev,trn
id10108\opzqT1OE430\00001.wav,Brian_Dennehy/opzqT1OE430,143.4,151.8,Brian_Dennehy,dev,tst
id10111\NtICHG3PV6A\00008.wav,Brit_Marling/NtICHG3PV6A,136.6,143.8,Brit_Marling,dev,trn
